,title,sub_title,brand,color_breif,fullPrice,currentPrice,country,availability,publish_date,created_date,discount_amount,asof_date
155,Air Jordan 1 Mid,Men's Shoes,Jordan,Cement Grey/True Blue/White,114.95,114.95,GB,True,2023-01-17T08:00:00.000Z,2023-04-16T12:43:46.950Z,0.0,2023-04-16
156,Nike Air Max 90,Men's Shoes,Nike Sportswear,Black/Chlorophyll/Black,134.95,134.95,GB,True,2022-12-26T08:00:00.000Z,2023-04-13T12:32:23.880Z,0.0,2023-04-16
157,Air Jordan 6 Retro,Shoes,Jordan,White/Midnight Navy,169.95,169.95,GB,True,2023-03-01T08:00:00.000Z,2023-04-15T07:46:28.769Z,0.0,2023-04-16
158,Nike Air Max 97,Men's Shoes,Nike Sportswear,Black/Smoke Grey/Dark Marina Blue,164.95,131.97,GB,True,2023-03-01T08:00:00.000Z,2023-04-06T11:13:22.929Z,32.97999999999999,2023-04-16
159,Air Jordan 1 Low G,Golf Shoes,Jordan,White/Noble Green/Pollen/Black,114.95,114.95,GB,True,2023-02-03T08:00:00.000Z,2023-04-15T07:52:15.265Z,0.0,2023-04-16
160,Nike Court Vision Low Next Nature,Men's Shoes,Nike Sportswear,Black/Black/White,69.95,45.47,GB,True,2022-11-01T08:00:00.000Z,2023-04-14T07:38:17.786Z,24.480000000000004,2023-04-16
161,Nike Air VaporMax Plus,Men's Shoes,Nike Sportswear,White/Pure Platinum/White,202.95,202.95,GB,True,2022-08-01T10:30:00.000Z,2023-04-13T15:56:48.344Z,0.0,2023-04-16
162,Nike Air Force 1 '07,Men's Shoes,Nike Sportswear,White/Cool Grey/Black,114.95,114.95,GB,True,2022-12-30T08:00:00.000Z,2023-04-13T11:40:16.621Z,0.0,2023-04-16
163,Nike Air Force 1 '07,Men's Shoes,Nike Sportswear,White/Light Iron Ore/Sand Drift/Pure Platinum,114.95,114.95,GB,True,2023-03-01T08:00:00.000Z,2023-04-06T06:56:20.765Z,0.0,2023-04-16
164,Nike Waffle Trainer 2,Men's Shoes,Nike Sportswear,White/Sail/Summit White/Black,84.95,46.97,GB,True,2022-08-01T07:00:00.000Z,2023-04-06T22:22:16.484Z,37.980000000000004,2023-04-16
165,Nike Air Max 90,Men's Shoe,Nike Sportswear,White/White/Wolf Grey/White,134.95,134.95,GB,True,2021-01-01T07:06:00.000Z,2023-04-13T14:49:37.175Z,0.0,2023-04-16
166,Nike Air Max SYSTM,Men's Shoes,Nike Sportswear,Black/Anthracite/Summit White/Team Red,89.95,49.47,GB,True,2022-10-17T07:00:00.000Z,2023-04-14T23:23:24.440Z,40.480000000000004,2023-04-16
167,Nike Air Max Excee,Men's Shoe,Nike Sportswear,Black/Dark Grey/White,109.95,65.97,GB,True,2022-08-01T07:00:00.000Z,2023-04-13T18:23:30.511Z,43.980000000000004,2023-04-16
168,NikeCourt Air Zoom Pro,Men's Clay Court Tennis Shoes,Nike,Black/White,99.95,74.97,GB,True,2023-01-16T08:00:00.000Z,2023-04-13T10:58:39.649Z,24.980000000000004,2023-04-16
169,Nike Phantom GT2 Academy FlyEase MG,Easy On/Off Multi-Ground Football Boot,Nike,Baltic Blue/White/Laser Blue/Hot Punch,72.95,72.95,GB,True,2023-01-19T08:00:00.000Z,2023-04-06T05:59:33.257Z,0.0,2023-04-16
170,NikeCourt Vapor Lite,Men's Clay Court Tennis Shoe,Nike,Black/White,64.95,64.95,GB,True,2021-06-24T10:12:00.000Z,2023-04-13T13:41:50.729Z,0.0,2023-04-16
171,Nike Mercurial Superfly 8 Club IC,Indoor/Court Football Shoe,Nike,Black/Iron Grey/Black,64.95,42.47,GB,True,2022-08-01T10:27:00.000Z,2023-04-06T05:39:50.873Z,22.480000000000004,2023-04-16
172,Nike Air Force 1 '07 LV8,Men's Shoes,Nike Sportswear,White/White/Black,114.95,114.95,GB,True,2022-10-05T07:00:00.000Z,2023-04-06T06:23:54.288Z,0.0,2023-04-16
173,Nike Air Max 95 By You,Custom Men's Shoe,Nike Sportswear,Multi-Colour/Multi-Colour/Multi-Colour/Multi-Colour,179.95,179.95,GB,True,2022-06-07T16:00:00.000Z,2023-04-06T06:04:53.089Z,0.0,2023-04-16
174,Nike Victori One Next Nature,Men's Slides,Nike Sportswear,Black/Anthracite/Safety Orange,37.95,37.95,GB,True,2023-01-17T08:00:00.000Z,2023-04-06T06:08:36.377Z,0.0,2023-04-16
175,Nike Air Max 90,Men's Shoes,Nike Sportswear,Rattan/Cacao Wow/Cargo Khaki/Copa,144.95,144.95,GB,True,2022-11-28T08:00:00.000Z,2023-04-13T16:19:49.911Z,0.0,2023-04-16
176,Nike Dunk Low,Men's Shoes,Nike Sportswear,White/Cool Grey/Light Iron Ore/Black,109.95,109.95,GB,True,2022-12-20T14:26:00.000Z,2023-04-15T05:26:24.340Z,0.0,2023-04-16
177,Nike Zoom Rival,Athletics Jumping Spikes,Nike,Black/Dark Smoke Grey/Light Smoke Grey/Metallic Silver,69.95,69.95,GB,True,2023-03-21T08:36:00.000Z,2023-04-06T06:26:33.164Z,0.0,2023-04-16
178,Nike Air Zoom G.T. Cut 2,Basketball Shoes,Nike,Leche Blue/Ashen Slate/Green Glow/Green Shock,164.95,164.95,GB,True,2022-12-25T08:00:00.000Z,2023-04-06T06:00:47.682Z,0.0,2023-04-16
179,Jordan Delta 3 Low,Men's Shoes,Jordan,Pure Platinum/Black/Infrared 23,124.95,124.95,GB,True,2023-02-01T08:00:00.000Z,2023-04-13T12:11:25.671Z,0.0,2023-04-16
180,Jordan ADG 4 NRG,Men's Golf Shoes,Nike,Grey Fog/Cement Grey/Burnt Sunrise/White,199.95,199.95,GB,True,2022-11-11T08:00:00.000Z,2023-04-15T08:05:13.258Z,0.0,2023-04-16
181,Nike Tempo,Men's Road Running Shoes,Nike,Hyper Pink/Laser Orange/White/Black,189.95,189.95,GB,True,2023-02-16T08:00:00.000Z,2023-04-15T01:00:39.998Z,0.0,2023-04-16
182,Nike Air Trainer 1,Men's Shoes,Nike Sportswear,Hay/Taupe/Varsity Red/Baroque Brown,114.95,114.95,GB,True,2022-10-27T10:08:00.000Z,2023-04-15T07:45:04.616Z,0.0,2023-04-16
183,Giannis Immortality,Basketball Shoes,Nike,Arctic Orange/Light Marine/Light Madder Root/Medium Blue,74.95,54.97,GB,True,2023-02-01T08:17:00.000Z,2023-04-07T15:16:18.472Z,19.980000000000004,2023-04-16
184,Nike SuperRep Go,Men's Training Shoe,Nike,Black/Dark Smoke Grey/White,89.95,49.47,GB,True,2022-08-01T07:00:00.000Z,2023-04-06T05:36:24.071Z,40.480000000000004,2023-04-16
185,Roshe G Next Nature,Men's Golf Shoes,Nike,Light Smoke Grey/Hot Punch/Black,89.95,89.95,GB,True,2023-04-06T07:00:00.000Z,2023-04-06T11:25:43.225Z,0.0,2023-04-16
186,Nike Air Max Plus 3,Men's Shoes,Nike Sportswear,Black/Dark Smoke Grey,169.95,169.95,GB,True,2022-09-01T07:00:00.000Z,2023-04-13T15:02:53.867Z,0.0,2023-04-16
187,Nike Pegasus 40,Men's Road Running Shoes (Extra Wide),Nike,White/Light Orewood Brown/Phantom/Obsidian,114.95,114.95,GB,True,2023-03-31T07:00:00.000Z,2023-04-16T08:39:06.886Z,0.0,2023-04-16
188,NikeCourt Air Zoom NXT,Men's Hard Court Tennis Shoes,Nike,White/Picante Red/Fuchsia Dream/Black,144.95,101.47,GB,True,2023-01-06T08:00:00.000Z,2023-04-14T07:19:55.236Z,43.47999999999999,2023-04-16
189,Nike Air Max Plus,Men's Shoes,Nike Sportswear,Black/University Red/White,169.95,169.95,GB,True,2023-01-16T08:00:00.000Z,2023-04-13T10:52:15.619Z,0.0,2023-04-16
190,Nike Air Force 1 High Unlocked By You,Custom Men's Shoes,Nike Sportswear,Multi-Colour/Multi-Colour/Multi-Colour,164.95,164.95,GB,True,2022-08-30T16:00:00.000Z,2023-04-06T06:31:34.743Z,0.0,2023-04-16
191,Air Jordan 12 Retro x Eastside Golf,Men's Shoes,Jordan,Muslin/Burnt Sunrise/Black,202.95,202.95,GB,True,2022-11-12T09:06:00.000Z,2023-04-06T06:30:50.219Z,0.0,2023-04-16
192,Nike Air Pegasus '89,Men's Shoes,Nike Sportswear,Swan/Rose Coral/Black/Medium Grey,109.95,76.97,GB,True,2023-01-26T08:00:00.000Z,2023-04-09T04:57:24.390Z,32.980000000000004,2023-04-16
193,Nike Zoom Mercurial Vapor 15 Pro FG,Firm-Ground Football Boot,Nike,Metallic Copper/Metallic Copper,134.95,134.95,GB,True,2022-11-17T08:00:00.000Z,2023-04-06T06:27:35.134Z,0.0,2023-04-16
194,Nike Victori One,Men's Printed Slide,Nike Sportswear,Black/Black/White,29.95,27.47,GB,True,2022-05-20T07:00:00.000Z,2023-04-13T10:52:04.699Z,2.4800000000000004,2023-04-16
195,Nike Streakfly,Road Racing Shoes,Nike,White/Metallic Silver/Black,144.95,144.95,GB,True,2022-12-16T08:00:00.000Z,2023-04-13T14:02:36.704Z,0.0,2023-04-16
196,Nike Cosmic Unity 2,Basketball Shoes,Nike,Wolf Grey/Pure Platinum/Cone/Black,144.95,144.95,GB,True,2023-03-01T08:00:00.000Z,2023-04-14T18:53:41.729Z,0.0,2023-04-16
197,Nike Quest 5,Men's Road Running Shoes,Nike,Black/Smoke Grey/Dark Smoke Grey/White,72.95,72.95,GB,True,2022-06-30T07:00:00.000Z,2023-04-15T18:22:22.201Z,0.0,2023-04-16
198,Nike Victori One,Men's Shower Slide,Nike Sportswear,White/White/Black,24.95,20.97,GB,True,2020-07-20T22:00:00.000Z,2023-04-13T09:20:15.097Z,3.9800000000000004,2023-04-16
199,Nike Air Zoom Flight 95,Men's Shoes,Nike Sportswear,White/Black/Football Grey/Multi-Colour,164.95,164.95,GB,True,2023-02-09T10:44:00.000Z,2023-04-12T15:40:30.838Z,0.0,2023-04-16
200,Nike Air Force 1 High By You,Men's Custom Shoes,Nike Sportswear,Multi-Colour/Multi-Colour/Multi-Colour,144.95,144.95,GB,True,2022-10-03T16:00:00.000Z,2023-04-12T00:09:11.351Z,0.0,2023-04-16
201,Nike Air Penny 2,Men's Shoes,Nike Sportswear,White/Black/Sail/Photon Dust,169.95,169.95,GB,True,2023-04-14T07:00:00.000Z,2023-04-15T10:49:43.078Z,0.0,2023-04-16
202,Nike Air Max Plus III,Men's Shoes,Nike Sportswear,Black/Black/Wolf Grey,169.95,169.95,GB,True,2022-12-16T08:00:00.000Z,2023-04-13T15:02:45.479Z,0.0,2023-04-16
203,Nike Air Force 1 Low SP x UNDERCOVER,Men's Shoes,NikeLab,Black/White/Black/Black,144.95,144.95,GB,True,2022-10-06T09:53:00.000Z,2023-04-06T06:23:54.608Z,0.0,2023-04-16
204,Air Max 2013 x Stüssy,Men's Shoes,NikeLab,Black/Black/White,189.95,189.95,GB,True,2022-09-01T05:00:00.000Z,2023-04-06T06:14:07.924Z,0.0,2023-04-16
205,Nike Air Zoom LJ Elite,Athletics Jumping Spikes,Nike,White/Laser Orange/Hyper Pink/Black,114.95,114.95,GB,True,2023-01-20T08:00:00.000Z,2023-04-13T10:58:45.263Z,0.0,2023-04-16
206,Nike Pegasus Trail 4 GORE-TEX,Men's Waterproof Trail-Running Shoes,Nike,Khaki/Light Bone/Ironstone/Citron Tint,144.95,144.95,GB,True,2022-12-20T08:00:00.000Z,2023-04-13T16:12:48.312Z,0.0,2023-04-16
207,Nike Tiempo Legend 9 Elite AG-Pro,Artificial-Ground Football Boot,Nike,Black/Summit White/Light Photo Blue/Dark Smoke Grey,214.95,214.95,GB,True,2023-03-24T08:00:00.000Z,2023-04-11T20:39:39.503Z,0.0,2023-04-16
208,Nike Air Max Pulse,Men's Shoes,Nike Sportswear,Phantom/High Voltage/White,144.95,144.95,GB,True,2023-03-11T08:00:00.000Z,2023-04-06T06:25:55.904Z,0.0,2023-04-16
209,Nike Victori One,Men's Slide,Nike Sportswear,Black/White/Black,29.95,25.47,GB,True,2020-07-20T22:00:00.000Z,2023-04-13T20:19:32.152Z,4.48,2023-04-16
210,Jordan Stay Loyal 2,Men's Shoes,Jordan,Black/White/Black/Hyper Royal,109.95,109.95,GB,True,2023-02-15T08:00:00.000Z,2023-04-13T14:15:05.540Z,0.0,2023-04-16
211,Nike Metcon 8 FlyEase,Men's Easy On/Off Training Shoes,Nike,Phantom/Light Orewood Brown/Green Strike,124.95,124.95,GB,True,2023-03-24T08:00:00.000Z,2023-04-06T06:16:00.737Z,0.0,2023-04-16
212,Nike Phantom GX Academy AG,Artificial-Grass Football Boot,Nike,Baltic Blue/White/Laser Blue/Pink Blast,74.95,74.95,GB,True,2023-01-19T08:00:00.000Z,2023-04-06T05:56:36.653Z,0.0,2023-04-16
213,Nike Renew Retaliation 4,Men's Training Shoes,Nike,Black/Dark Smoke Grey/Smoke Grey/White,69.95,48.97,GB,True,2022-05-01T10:00:00.000Z,2023-04-14T04:58:04.803Z,20.980000000000004,2023-04-16
214,Jordan Point Lane,Men's Shoes,Jordan,White/Pollen/Armoury Navy/Rift Blue,124.95,124.95,GB,True,2023-04-13T07:00:00.000Z,2023-04-13T12:24:58.177Z,0.0,2023-04-16
215,Nike Winflo 9 Premium,Men's Road Running Shoes,Nike,Coconut Milk/Sand Drift/Racer Blue/Stadium Green,94.95,94.95,GB,True,2023-02-02T08:00:00.000Z,2023-04-12T00:09:21.590Z,0.0,2023-04-16
216,Nike Zoom Mercurial Superfly 9 Elite FG By You,Custom Firm-Ground Football Boot,NIKEiD,Multi-Colour/Multi-Colour,279.95,279.95,GB,True,2022-09-20T16:00:00.000Z,2023-04-06T06:32:51.842Z,0.0,2023-04-16
217,Nike Air Monarch IV (Extra Wide),Lifestyle/Gym Shoe,Nike,White/Midnight Navy/White/Metallic Silver,69.95,69.95,GB,True,2022-09-16T07:00:00.000Z,2023-04-13T15:56:41.554Z,0.0,2023-04-16
218,Nike Blazer Mid '77 Unlocked By You,Custom Men's Shoes,Nike Sportswear,Multi-Colour/Multi-Colour,134.95,134.95,GB,True,2023-03-15T16:00:00.000Z,2023-04-06T06:57:31.222Z,0.0,2023-04-16
219,Nike Gripknit Phantom GX Elite Fusion AG-Pro,Artificial-Grass Football Boot,Nike,Black/White/Blue Glow/Volt,234.95,234.95,GB,True,2023-03-06T08:00:00.000Z,2023-04-06T06:34:09.919Z,0.0,2023-04-16
220,Nike Air Force 1 '07,Men's Shoes,Nike Sportswear,White/Bright Mandarin/Racer Blue,114.95,114.95,GB,True,2023-03-09T08:00:00.000Z,2023-04-12T14:43:39.442Z,0.0,2023-04-16
221,Nike Air Max Flyknit Racer Next Nature,Men's Shoes,Nike Sportswear,University Red/Wolf Grey/Black/Black,144.95,86.97,GB,True,2022-11-02T08:00:00.000Z,2023-04-16T05:29:57.070Z,57.97999999999999,2023-04-16
222,Nike Pegasus Trail 4 By You,Custom Women's Trail-Running Shoes,NIKEiD,Multi-Colour/Multi-Colour,152.95,152.95,GB,True,2023-04-03T16:00:00.000Z,2023-04-06T06:51:38.256Z,0.0,2023-04-16
223,Nike Blazer Low '77 By You,Custom Men's Shoes,Nike Sportswear,Multi-Colour/Multi-Colour,114.95,114.95,GB,True,2022-06-29T16:00:00.000Z,2023-04-14T21:55:05.306Z,0.0,2023-04-16
224,Nike Air Huarache Crater Premium,Men's Shoes,Nike Sportswear,Light Bone/Black/Volt/White,124.95,87.47,GB,True,2023-03-01T08:00:00.000Z,2023-04-12T14:32:37.707Z,37.480000000000004,2023-04-16
225,Nike Air Max 1 Premium,Men's Shoes,Nike Sportswear,Summit White/Wolf Grey/White/Plum Eclipse,152.95,152.95,GB,True,2023-03-06T09:36:00.000Z,2023-04-06T06:51:49.301Z,0.0,2023-04-16
226,Nike Dunk Low,Men's Shoes,Nike Sportswear,Photon Dust/Racer Blue/White,99.95,99.95,GB,True,2023-04-03T14:00:00.000Z,2023-04-12T17:20:56.731Z,0.0,2023-04-16
227,Nike Zoom Mercurial Vapor 15 Elite AG-Pro,Artificial-Grass Football Boots,Nike,White/Pink Blast/Indigo Haze/Baltic Blue,234.95,234.95,GB,True,2023-01-16T08:00:00.000Z,2023-04-15T07:52:23.855Z,0.0,2023-04-16
228,Nike Air Max Terrascape 97,Men's Shoes,Nike Sportswear,Black/Wheat Gold/Rosewood/Saturn Gold,179.95,125.97,GB,True,2023-01-30T08:00:00.000Z,2023-04-06T06:17:12.329Z,53.97999999999999,2023-04-16
229,Nike ISPA Sense Flyknit,Men's Shoes,NikeLab,Adobe/Guava Ice/Bright Crimson,179.95,179.95,GB,True,2023-02-16T08:00:00.000Z,2023-04-06T05:41:35.754Z,0.0,2023-04-16
230,Nike Invincible 3,Men's Road Running Shoes,Nike,White/University Red/Photo Blue/Black,169.95,169.95,GB,True,2023-03-27T07:00:00.000Z,2023-04-06T06:56:49.710Z,0.0,2023-04-16
231,Nike Phantom GX Academy Dynamic Fit TF,Turf Football Shoes,Nike,Black/Dark Smoke Grey/Total Orange/Summit White,84.95,84.95,GB,True,2023-01-19T08:00:00.000Z,2023-04-06T05:58:52.599Z,0.0,2023-04-16
232,Nike Zoom Mercurial Vapor 15 Elite SE FG,Firm-Ground Football Boot,Nike,Black/Black,249.95,174.97,GB,True,2022-11-25T08:00:00.000Z,2023-04-06T22:30:45.716Z,74.97999999999999,2023-04-16
233,Nike Pegasus Turbo Next Nature,Men's Road Running Shoes,Nike,Pure Platinum/White/Valerian Blue/Bright Spruce,144.95,144.95,GB,True,2022-09-19T07:00:00.000Z,2023-04-14T22:40:15.779Z,0.0,2023-04-16
234,Nike Air Max 97,Men's Shoes,Nike Sportswear,Cool Grey/Light Smoke Grey/Sail/Photon Dust,179.95,125.97,GB,True,2023-02-01T08:00:00.000Z,2023-04-13T11:34:02.389Z,53.97999999999999,2023-04-16
235,Nike Zoom Mercurial Superfly 9 Academy MG,Multi-Ground Football Boot,Nike,White/Pink Blast/Baltic Blue,84.95,84.95,GB,True,2023-01-19T08:00:00.000Z,2023-04-15T08:05:47.027Z,0.0,2023-04-16
236,Nike Air Zoom Rival Fly 3,Men's Road Racing Shoes,Nike,Scream Green/Black/Coconut Milk/Bright Crimson,99.95,99.95,GB,True,2022-12-15T08:00:00.000Z,2023-04-15T07:25:28.342Z,0.0,2023-04-16
237,Nike Gripknit Phantom GX Elite Dynamic Fit SG-Pro Anti-Clog Traction,Soft-Ground Football Boot,Nike,Baltic Blue/White/Laser Blue/Pink Blast,259.95,259.95,GB,True,2023-01-16T08:00:00.000Z,2023-04-13T10:01:22.680Z,0.0,2023-04-16
238,Nike Air Force 1 Low Retro,Men's Shoes,Nike Sportswear,White/Gum Yellow/Metallic Gold/Royal Blue,134.95,80.97,GB,True,2022-08-01T09:06:00.000Z,2023-04-14T23:24:01.801Z,53.97999999999999,2023-04-16
239,Nike Air Force 1 '07,Men's Shoes,Nike Sportswear,Black/White/Photon Dust,114.95,114.95,GB,True,2023-03-21T08:00:00.000Z,2023-04-06T08:09:20.256Z,0.0,2023-04-16
240,Nike Precision 6,Basketball Shoes,Nike,Black/Gym Red/University Red,69.95,69.95,GB,True,2022-12-16T08:00:00.000Z,2023-04-15T18:03:25.458Z,0.0,2023-04-16
241,Nike Air Max 90 G NRG,Golf Shoes,Nike,White/Phantom/Iron Grey/Citron Tint,152.95,152.95,GB,True,2023-01-27T00:00:00.000Z,2023-04-06T06:51:37.383Z,0.0,2023-04-16
242,Nike Invincible 3 By You,Custom Men's Road Running Shoes,NIKEiD,Light Cream/Plum Eclipse,199.95,199.95,GB,True,2023-03-21T16:00:00.000Z,2023-04-06T06:44:11.031Z,0.0,2023-04-16
243,Jordan Zoom Separate,Basketball Shoes,Jordan,Laser Blue/Marina/Kumquat/Citron Tint,99.95,99.95,GB,True,2022-10-19T12:52:00.000Z,2023-04-13T13:42:11.804Z,0.0,2023-04-16
244,Nike BRSB,Skate Shoes,Nike,White/White/Black/Black,74.95,44.97,GB,True,2022-11-04T08:00:00.000Z,2023-04-15T07:52:25.527Z,29.980000000000004,2023-04-16
245,Nike Air Huarache,Men's Shoes,Nike Sportswear,Black/Anthracite/Iron Grey/Picante Red,114.95,80.47,GB,True,2023-01-05T08:00:00.000Z,2023-04-06T06:53:58.330Z,34.480000000000004,2023-04-16
246,Jumpman Two Trey,Men's Shoes,Jordan,White/University Red/Navy,134.95,80.97,GB,True,2022-09-19T07:00:00.000Z,2023-04-15T20:55:54.504Z,53.97999999999999,2023-04-16
247,Nike Pegasus FlyEase,Men's Easy On/Off Road Running Shoes,Nike,Platinum Tint/White/Adobe/Light Crimson,109.95,76.97,GB,True,2022-12-16T08:00:00.000Z,2023-04-13T14:02:30.294Z,32.980000000000004,2023-04-16
248,The Nike Premier 3 FG,Firm-Ground Football Boot,Nike,Black/White,99.95,99.95,GB,True,2022-08-01T12:03:00.000Z,2023-04-14T13:28:46.525Z,0.0,2023-04-16
249,Air Jordan XXXVII Low,Basketball Shoes,Jordan,Military Blue/Midnight Navy/True Red/White,164.95,164.95,GB,True,2023-03-02T08:00:00.000Z,2023-04-11T22:24:13.979Z,0.0,2023-04-16
250,Nike Quest 5,Men's Road Running Shoes,Nike,Black/Smoke Grey/University Red,72.95,72.95,GB,True,2023-03-21T08:00:00.000Z,2023-04-15T18:22:02.128Z,0.0,2023-04-16
251,Air Jordan XXXVI,Basketball Shoes,Jordan,Black/Rosa mortal/Court Purple/Laser Orange,167.95,100.97,GB,True,2023-03-01T08:00:00.000Z,2023-04-11T15:09:07.298Z,66.97999999999999,2023-04-16
252,Nike Legend Essential 2,Men's Training Shoe,Nike,Black/Metallic Silver/White,59.95,59.95,GB,True,2023-02-01T08:17:00.000Z,2023-04-15T05:11:29.401Z,0.0,2023-04-16
253,Nike Zoom Mercurial Superfly 9 Academy TF By You,Custom Turf Football Shoes,NIKEiD,Multi-Colour/Multi-Colour,114.95,114.95,GB,True,2022-09-20T16:00:00.000Z,2023-04-06T06:43:25.467Z,0.0,2023-04-16
254,Nike Air Presto By You,Custom Men's Shoe,Nike Sportswear,Multi-Colour/Multi-Colour,144.95,144.95,GB,True,2021-10-26T16:00:00.000Z,2023-04-06T05:40:55.127Z,0.0,2023-04-16
255,Nike Quest 5,Men's Road Running Shoes,Nike,Cargo Khaki/Sequoia/White/Glacier Blue,72.95,62.47,GB,True,2022-12-19T08:00:00.000Z,2023-04-15T18:21:43.891Z,10.480000000000004,2023-04-16
256,Nike Pegasus FlyEase By You,Custom Men's Easy On/Off Road Running Shoes,NIKEiD,Multi-Colour/Multi-Colour/Multi-Colour/Multi-Colour,134.95,134.95,GB,True,2022-04-21T16:00:00.000Z,2023-04-12T21:41:54.030Z,0.0,2023-04-16
257,Nike Dunk Low,Men's Shoes,Nike Sportswear,Kumquat/Dark Driftwood/Light Bone,109.95,65.97,GB,True,2022-11-25T09:33:00.000Z,2023-04-13T15:22:43.269Z,43.980000000000004,2023-04-16
258,Nike Tiempo Legend 9 Pro FG,Firm-Ground Football Boot,Nike,Black/Summit White/Light Photo Blue/Dark Smoke Grey,124.95,124.95,GB,True,2022-09-01T07:00:00.000Z,2023-04-12T23:29:54.938Z,0.0,2023-04-16
259,Luka 1,Basketball Shoes,Jordan,Mint Foam/Court Purple/Dark Concord/Racer Pink,99.95,99.95,GB,True,2023-04-13T07:00:00.000Z,2023-04-12T16:07:12.920Z,0.0,2023-04-16
260,Nike Zoom Mercurial Vapor 15 Elite SG-Pro Anti-Clog Traction,Soft-Ground Football Boot,Nike,White/Pink Blast/Indigo Haze/Baltic Blue,244.95,244.95,GB,True,2023-01-16T08:00:00.000Z,2023-04-13T11:53:10.726Z,0.0,2023-04-16
261,Nike Gripknit Phantom GX Elite Dynamic Fit Fusion SG Anti-clog Traction,Soft-Ground Football Boot,Nike,Black/White/Blue Glow/Volt,259.95,259.95,GB,True,2023-03-06T08:00:00.000Z,2023-04-06T06:56:10.324Z,0.0,2023-04-16
262,Nike Cortez,Men's Shoes,Nike Sportswear,Sail/Black/Pale Vanilla/Aloe Verde,99.95,99.95,GB,True,2023-02-27T13:37:00.000Z,2023-04-06T06:54:14.815Z,0.0,2023-04-16
263,Nike Air Zoom Infinity Tour NEXT% NRG,Golf Shoes,Nike,Topaz Gold/Phantom/Sea Coral/Gridiron,179.95,179.95,GB,True,2023-03-29T07:00:00.000Z,2023-04-12T13:09:48.014Z,0.0,2023-04-16
264,Nike Zoom SD 4,Athletics Throwing Shoes,Nike,White/Hyper Pink/Laser Orange/Black,89.95,89.95,GB,True,2023-04-12T07:00:00.000Z,2023-04-15T04:50:55.168Z,0.0,2023-04-16
265,Nike Air Max Penny,Men's Shoes,Nike Sportswear,White/Summit White/Pure Platinum,169.95,169.95,GB,True,2023-04-05T07:00:00.000Z,2023-04-11T22:29:02.963Z,0.0,2023-04-16
266,Luka 1 'Next Nature',Basketball Shoes,Jordan,Wolf Grey/Black/Kumquat/Lapis,109.95,109.95,GB,True,2023-03-14T08:00:00.000Z,2023-04-11T20:04:49.233Z,0.0,2023-04-16
267,Nike Air More Uptempo '96,Men's Shoes,Nike Sportswear,Limestone/Limestone/Valerian Blue,164.95,164.95,GB,True,2022-10-20T07:00:00.000Z,2023-04-12T14:41:34.475Z,0.0,2023-04-16
268,Nike Blazer Mid Pro Club,Men's Shoes,Nike Sportswear,Light Bone/Sesame/Pecan/Sail,99.95,59.97,GB,True,2023-01-16T08:00:00.000Z,2023-04-15T07:38:42.487Z,39.980000000000004,2023-04-16
269,NikeCourt Vapor Lite 2,Men's Hard Court Tennis Shoes,Nike,Black/White,74.95,74.95,GB,True,2023-03-27T07:00:00.000Z,2023-04-08T07:41:34.581Z,0.0,2023-04-16
270,Nike Phantom GX Pro FG,Firm-Ground Football Boots,Nike,Baltic Blue/White/Laser Blue/Pink Blast,134.95,134.95,GB,True,2023-01-19T08:00:00.000Z,2023-04-13T09:49:21.520Z,0.0,2023-04-16
271,Nike Legend Essential 3 Next Nature,Men's Training Shoes,Nike,Adobe/Phantom/Flat Pewter/Light Crimson,59.95,41.97,GB,True,2022-12-16T08:00:00.000Z,2023-04-13T11:53:39.557Z,17.980000000000004,2023-04-16
272,Nike Air Max 90 By You,Custom Men's Shoes,Nike Sportswear,Multi-Colour/Multi-Colour/Multi-Colour/Multi-Colour,152.95,152.95,GB,True,2022-05-16T16:00:00.000Z,2023-04-06T06:49:10.949Z,0.0,2023-04-16
273,NikeCourt Air Zoom Vapor Pro 2,Men's Hard Court Tennis Shoes,Nike,Phantom/Gridiron/Bright Cactus/Mineral Teal,114.95,114.95,GB,True,2023-04-06T07:00:00.000Z,2023-04-11T22:52:38.896Z,0.0,2023-04-16
274,Nike SB Ishod Premium,Skate Shoes,Nike,Summit White/Summit White/White/Summit White,99.95,69.97,GB,True,2022-11-20T08:00:00.000Z,2023-04-11T16:51:51.425Z,29.980000000000004,2023-04-16
275,Air Jordan 1 Low OG,Shoes,Jordan,Black/White/Mystic Navy,134.95,134.95,GB,True,2023-02-01T08:00:00.000Z,2023-04-11T22:20:30.647Z,0.0,2023-04-16
276,Nike Air Max 97 OG,Men's Shoes,Nike Sportswear,Metallic Gold/Black/White/Varsity Red,169.95,169.95,GB,True,2023-01-10T15:47:00.000Z,2023-04-06T06:03:59.141Z,0.0,2023-04-16
277,Nike Air Max 90 G,Golf Shoe,Nike,Iron Grey/Black/Infrared 23/White,124.95,124.95,GB,True,2022-11-23T08:00:00.000Z,2023-04-06T05:39:33.924Z,0.0,2023-04-16
278,Nike Air Max Penny,Men's Shoes,Nike Sportswear,Black/Anthracite/Dark Pony/Faded Spruce,169.95,169.95,GB,True,2023-01-02T09:27:00.000Z,2023-04-12T14:42:55.488Z,0.0,2023-04-16
